customerNumber,customerName,contactFirstName,contactLastName,phone,addressLine1,city,state,country,creditLimit,customerSegment
10384,"Smith, Reed and Hubbard",Stephanie,Thomas,001-324-784-8382x025,0148 Hunt Mall Suite 767,New Sandra,TN,Sudan,207808.35,Enterprise
10385,"Walker, Koch and Garcia",Cody,Valdez,(806)233-5696x9904,5519 Angel Shoals,Amandamouth,,Macao,246838.55,SMB
10386,Davenport PLC,Matthew,Schultz,278-427-1148,099 Monica Plaza Apt. 748,New Meganton,MT,Congo,96202.83,Mid-Market
10387,"Sherman, Carr and Lee",Joel,Garcia,(848)748-0586x5991,6396 Anne Corners Apt. 699,Lake Lisa,MA,Swaziland,58586.24,SMB
10388,Knight-Griffin,Brian,Conrad,001-979-229-1922x41576,69128 Myers Roads Apt. 625,North Luisfurt,TX,French Polynesia,230760.28,Mid-Market
10389,Vazquez PLC,Kelly,Bowman,3399151352,256 Cameron Plains Suite 984,Seanland,WV,Gambia,129765.91,SMB
10390,"Williams, Pearson and Hill",Alyssa,Johnson,(787)243-5292,08105 Key Way Apt. 299,Kimberlystad,PR,Ghana,113926.98,Enterprise
10391,Robinson-Norman,Jennifer,Brewer,670.778.7393x6078,227 Matthew Estates,Brockborough,MI,Maldives,25505.54,SMB
10392,Kane Group,Lori,Williams,+1-909-362-0659x71881,63113 Sarah Green,South Kathleenchester,PW,Reunion,100841.05,Enterprise
10393,Arnold Ltd,Tyler,Hudson,9256373549,44142 James Well Apt. 704,South Thomasburgh,PR,Spain,110561.87,Enterprise
10394,Williams Inc,Abigail,Bass,9532590204,20494 Hamilton Loaf Apt. 376,Smithside,TX,Central African Republic,182885.01,Enterprise
10395,"Roberts, Cooke and Welch",Jacqueline,Hall,(623)262-4758x4711,71532 Rasmussen Field Suite 617,Port Danielfurt,UT,Slovenia,27804.88,Mid-Market
10396,Phillips Group,Amy,Powell,403.916.1317x22744,1731 Brenda Fort Apt. 149,Jacquelinestad,OK,Cyprus,99054.53,Enterprise
10397,Lambert-Cortez,Charles,Perez,2734949220,2858 Seth Mills Suite 127,Lake Rebekahport,CT,Sri Lanka,45860.5,Mid-Market
10398,Davenport LLC,Deborah,Griffin,001-286-714-4811,623 Lucas Lodge,Wheelerview,PR,Serbia,128200.43,Individual
10399,Black-Wolf,Donna,Gonzalez,635-497-3793,8650 Perry Park Apt. 217,Catherineton,,Malaysia,116792.23,Individual
10400,"Rojas, Floyd and Taylor",Thomas,Henderson,8976351679,2557 Gray Mission Suite 439,North Henryfort,FL,Cocos (Keeling) Islands,37255.37,Individual
10401,Scott PLC,Marc,Hartman,912.750.8400,144 Roberts Radial,Benjaminmouth,PR,Liberia,168681.27,Enterprise
10402,Peters PLC,Alexis,Thompson,327-281-7497x6251,632 King Knoll Apt. 355,Brandonton,AL,Zimbabwe,244067.4,SMB
10403,Ramirez-Anderson,David,Hancock,(650)516-1593,505 Javier Avenue,Davidland,NJ,Tanzania,60271.77,Individual
10404,Vargas PLC,Frank,Potter,(317)213-9605x703,7383 Lowe Road Suite 194,Nelsonmouth,PA,Haiti,143171.37,Individual
10405,"Hardy, Jones and Lewis",Andrea,Johnson,4106367169,19497 Brown Fork Apt. 843,Julieport,WV,Saint Lucia,148375.33,SMB
10406,Fuentes Inc,Lynn,Phillips,001-536-837-8178x146,42371 Justin Viaduct Apt. 787,South Carrie,TN,Montserrat,27861.94,Enterprise
10407,"Guerrero, Anderson and Robles",Bob,Wood,(652)498-6891x384,078 Kristin Haven,Cooperburgh,NE,Latvia,196522.34,Enterprise
10408,"Jenkins, Mitchell and Brown",Michael,Carroll,+1-678-666-6341x817,03252 King Spurs,Lake Jeffreyhaven,AR,Chad,32152.35,Enterprise
10409,"Reynolds, Stuart and Mullen",Caitlyn,Livingston,001-676-485-6946x228,42098 Joshua Fall,West Victoria,KY,Hungary,37859.02,Enterprise
10410,"Zavala, Randolph and Harris",Keith,Mcneil,(696)773-9551x038,28167 Michelle Garden Suite 729,East Reginaton,KS,Comoros,126525.07,SMB
10411,Patrick Inc,Angela,Caldwell,001-481-241-7402x2417,886 Henderson Hill Suite 885,Aprilbury,WY,Brazil,11136.6,Individual
10412,Hopkins PLC,Emily,Ballard,001-427-330-4109x467,72837 Charles Way,Lisabury,,Guadeloupe,80679.0,Individual
10413,Callahan Group,Louis,Perez,4867690324,227 Kaitlyn Brook,Emilyfort,UT,Central African Republic,151501.91,SMB
10414,"Haynes, Thompson and Russell",Ryan,Hamilton,(880)506-3770x4932,449 Rachel Ports Apt. 950,Leeton,UT,Belize,209099.11,Enterprise
10415,"Hernandez, Christensen and Stephens",Stephanie,Ross,(320)351-9414,90023 Patrick Cove Apt. 412,Cherryview,NH,Nepal,72045.13,Mid-Market
10416,Benson-Burke,Jeffrey,Peterson,247-251-5023x43606,0445 Shaun Locks Apt. 411,Leonville,WV,Azerbaijan,173105.35,Mid-Market
10417,Watkins PLC,Joshua,Decker,807.643.6454,83192 Martinez Divide,Katietown,ND,Faroe Islands,203118.95,Individual
10418,Davis-Burton,Mary,Rogers,001-659-931-4727x630,4843 Tommy Lakes,Nicolasview,DC,Tunisia,182039.29,Mid-Market
10419,Young Ltd,Heather,Robertson,+1-873-957-7180x640,94077 Mark Lane,Fisherbury,MH,Malta,32982.71,Individual
10420,Mercado Group,Maria,Kirby,(979)252-7722x5010,363 Alejandro Meadows Apt. 934,New Matthew,ND,Lao People's Democratic Republic,238119.3,Enterprise
10421,Reilly Inc,Katherine,Hernandez,732-335-8462x40570,7497 Seth Port,Lake Patricia,IA,Lithuania,82946.18,Individual
10422,"Edwards, Hudson and Cantu",Andrew,Hamilton,001-342-526-1561,214 Louis Run Apt. 181,East April,MH,Switzerland,205747.51,SMB
10423,"Baker, Sanchez and Yoder",Sarah,Raymond,353.832.3106,130 Daniel Unions Apt. 305,East Melissabury,HI,Mexico,137308.33,Mid-Market
10424,"Walker, Taylor and Lopez",Carl,Brown,247-544-6307x4575,48396 Madison Radial Apt. 121,Lake Cindyton,AL,Burkina Faso,158727.99,Enterprise
10425,Walton-Whitney,Robert,Rodgers,001-310-286-6763x579,5336 Edwards Village Apt. 319,North Heatherburgh,WV,Cote d'Ivoire,100468.66,Mid-Market
10426,Ramirez-Griffin,Janet,Barr,880-858-1910x36107,48322 Mason Mount,Alexandertown,MS,Cote d'Ivoire,62259.23,Mid-Market
10427,"Trujillo, Alvarez and Jarvis",Alicia,Watkins,001-676-373-4061,277 Scott Hollow Suite 489,Whiteland,IL,Uzbekistan,132802.33,Individual
10428,"Thomas, Henderson and Johnson",Michael,Calhoun,6834353705,6549 Ashley Dale,Lake Hayleyville,MA,Korea,208642.6,Enterprise
10429,Smith-Dickerson,Joshua,Mcneil,001-238-547-1780x687,1645 Dominguez Springs,West Chad,VA,Mongolia,106190.41,SMB
10430,"Gonzalez, Smith and Smith",Bryan,Fitzgerald,736.580.3665x024,818 Gina Mountains Apt. 153,Brendantown,UT,Mali,226402.53,SMB
10431,Adams Ltd,Cory,Lopez,370.226.6962x4510,4823 Amy Plaza,South Richardmouth,MS,Libyan Arab Jamahiriya,213585.88,Enterprise
10432,Gibson PLC,Cassidy,Lee,001-961-634-1517x478,9330 Herrera Island,South Tiffany,NY,Guam,158155.83,Individual
10433,"Dorsey, Rice and Hinton",Heidi,Rivera,001-644-937-0437,057 Bryce Orchard Apt. 334,Port Dennis,,Tajikistan,19856.87,Enterprise
10434,Castillo-Johnson,Jacqueline,Horton,+1-282-444-2189,432 Steven Manors Apt. 178,Phillipland,VI,Switzerland,23306.83,Enterprise
10435,Larson-Ingram,Gary,Villarreal,511-660-2477x89342,97289 Stephanie Radial Suite 100,East Emily,OR,Comoros,147527.85,Individual
10436,Cox Ltd,Leah,Miller,001-204-553-1955x9473,88761 Heidi Viaduct Apt. 876,New Melissaville,,Iran,178510.57,Mid-Market
10437,"Cooley, Malone and Castro",Andrew,Vaughn,(657)882-2615x99975,14405 Jackson Falls,Dylanton,FM,Kuwait,196265.56,Individual
10438,"Duncan, Duffy and Figueroa",Christopher,Nelson,+1-441-524-2588x49062,72744 Pugh Stravenue Apt. 818,New Carolport,NH,New Zealand,155873.96,Enterprise
10439,"Lyons, Landry and Sullivan",Sharon,Hernandez,001-628-552-5274x70736,1553 Nicholas Manor Suite 709,Port Brianna,NH,Gibraltar,141110.88,Individual
10440,"Townsend, Parker and Edwards",Amanda,Robinson,(284)932-4910x6231,5750 Austin Tunnel Apt. 231,Cummingsstad,,Colombia,86464.81,Mid-Market
10441,Hoffman-King,Melissa,Walters,(877)913-5410,5488 Andrew Path,Christensenview,NV,Cocos (Keeling) Islands,222833.82,Mid-Market
10442,"Joyce, Riley and Paul",Thomas,Martin,+1-399-734-4713x80687,4761 Ryan Neck,Henryside,CA,Israel,52703.27,SMB
10443,White-Thomas,Scott,Hill,(965)590-5330,9909 Cunningham Parks,Port Amber,OR,Grenada,156413.71,Individual
10444,"Gray, Tanner and Anderson",Juan,Turner,001-804-950-8986,10899 Krueger Streets Apt. 399,Rubenville,MT,Kuwait,206609.31,Individual
10445,"Day, Larsen and Hernandez",Whitney,Hall,2736338898,967 Scott Pike,Jamesview,FM,French Guiana,122857.21,Mid-Market
10446,Salinas and Sons,Alex,Anderson,932.592.8442,541 Jennifer Port,New Peterbury,WY,Mayotte,59567.34,Individual
10447,Bowman Inc,Rebecca,Martinez,577.839.5283x2290,338 Reed Motorway,New Juliemouth,MP,New Zealand,21308.06,SMB
10448,Carter Ltd,Alexa,Grant,8687025458,4092 Hardin Circle,Davidchester,,Slovenia,93862.44,Mid-Market
10449,"Rogers, Potter and George",Ryan,Valentine,849-483-5788x670,30072 Tina Unions Suite 005,South Sharonberg,KY,Sri Lanka,214205.87,Mid-Market
10450,Woodward-Robinson,David,Wagner,753-587-7044,37346 Zimmerman Forest Suite 968,Copelandborough,WI,Lesotho,167675.71,Mid-Market
10451,Davis Ltd,Monica,Chapman,735-967-8273x677,0458 Andrew Inlet,Haleview,RI,Canada,86765.91,Mid-Market
10452,"Novak, Combs and Thomas",Melissa,Mcdowell,859-258-1984x70367,80351 Lutz Well Suite 672,North Melissaview,MP,United States of America,143831.35,Mid-Market
10453,"Curry, White and Phillips",Richard,Roberts,+1-491-366-9060x57214,18147 Bauer Inlet,Thomastown,CT,Japan,219593.86,Enterprise
10454,Sanchez-Mccarty,Kylie,Conrad,879.472.1256x233,36387 Garcia Radial Suite 356,North Ruthstad,PR,Papua New Guinea,149773.51,Enterprise
10455,"Ramirez, King and Roberts",Michael,Ramos,001-868-551-3735x956,06126 Davila Cliffs Apt. 776,Stevenhaven,IA,Papua New Guinea,104302.64,Individual
10456,Ball-Moore,John,Williams,225.819.5256,34971 Ford Land,Avilachester,WY,French Guiana,41973.13,Enterprise
10457,"Klein, Hansen and Mckinney",Hannah,Thomas,773.598.5736x45964,015 Lester Brooks Suite 921,Jessemouth,WY,Hungary,41815.13,Individual
10458,Hernandez-Anderson,Donna,Russo,720.521.0353x4533,306 Rice Road,West Savannahborough,MD,Uzbekistan,169095.06,SMB
10459,Gordon PLC,Joseph,Foster,9003458684,0625 Anderson Rue,East Katelynchester,AK,Bosnia and Herzegovina,83210.62,SMB
10460,Allison-Diaz,Katrina,Parsons,470.584.1391x58919,40276 Anthony Turnpike,Joycechester,OK,Namibia,135527.02,Enterprise
10461,"Dean, Wang and Hansen",Cynthia,Fernandez,+1-462-646-7526x08342,9262 Jeffrey Drive Suite 243,New Veronica,MS,Guadeloupe,213723.04,Enterprise
10462,"Ray, Chase and Howard",Deanna,Carter,(338)891-7705,914 Powell Ranch Suite 677,Josephshire,MA,Andorra,88878.99,Enterprise
10463,Johnson Ltd,Alicia,Schultz,(570)996-2752x350,25998 Rebecca Gateway Suite 612,Jonesside,FM,Mongolia,242124.53,Mid-Market
10464,"Hernandez, Boyd and Ford",Pamela,Garcia,(642)829-6153,028 Audrey Isle Suite 540,Port Matthew,MP,Lebanon,242154.51,Individual
10465,Thomas-Jennings,Carrie,Johnson,599.349.1316,2721 White Stravenue,Antonioburgh,MS,Brazil,145583.11,SMB
10466,"Bautista, Wells and Daniel",Charlene,Anderson,587-823-2936x51252,93835 Carlos Ports,East Brenda,WI,Cape Verde,155881.73,Enterprise
10467,"Hoffman, Hansen and Campbell",Maria,Wilson,690-237-9748x10446,4121 Wood Flats,Schroedershire,NY,South Africa,40538.27,Enterprise
10468,Vargas-Chavez,Melinda,Pittman,255-766-7165x8247,9997 Cynthia Via,Rowlandhaven,WV,Comoros,65646.93,Mid-Market
10469,Tran-Hayes,Amber,Frederick,755.753.4411,44753 Merritt Field Apt. 551,Perezfurt,,Burkina Faso,38977.84,Individual
10470,Tate-Payne,David,Richardson,971-796-0109,23168 Kelley Village,West Calebville,AR,Poland,105417.58,Enterprise
10471,Cooper PLC,Brandy,Johnson,001-941-230-0329x751,285 Wells Light,Stephanieshire,SC,Bangladesh,34910.95,Enterprise
10472,Scott Ltd,Sarah,Johnson,(519)679-9732x80097,496 Felicia Lake Suite 349,West Jeffrey,AK,Grenada,220915.0,Mid-Market
10473,Valdez-Butler,Donald,Zamora,001-820-561-2893x6743,6310 Lauren Plaza,Riggsmouth,KS,Portugal,222909.56,Mid-Market
10474,"Savage, Fisher and Franklin",Kenneth,Jimenez,001-874-966-1895x5106,5393 Pamela Wells,Port Stephaniemouth,KY,Georgia,39055.09,Individual
10475,Steele LLC,Daniel,Branch,893-235-3725x3200,0419 Ortiz Ways Suite 788,East Christinaberg,NE,Romania,68713.74,Mid-Market
10476,Adams Inc,Brianna,Weiss,964.936.5416x3354,63484 David Points,North Tonyahaven,VA,Benin,74034.95,Mid-Market
10477,Duncan LLC,Amy,Bradley,266-839-4939x34859,72051 Carter Drive Apt. 590,Ashleystad,MS,British Indian Ocean Territory (Chagos Archipelago),102898.74,Enterprise
10478,Barton-Johnson,Renee,Quinn,+1-852-254-6594x8110,705 Kramer Courts Suite 119,Leestad,CT,Mexico,241995.88,Individual
10479,"Elliott, Davies and Burton",Sandy,Harris,001-224-926-3591x316,49478 Terri Ferry,Danielberg,WA,Aruba,145308.44,Enterprise
10480,Bird-Sanders,Michael,Burton,+1-612-207-9384x58048,731 Stewart Course Apt. 659,West Brandi,ID,Denmark,16868.34,Mid-Market
10481,Smith PLC,Jesse,Payne,+1-306-890-9560x203,926 Young Mills Suite 590,Burnschester,NV,Mayotte,164838.8,Enterprise
10482,"Parks, Monroe and Bennett",Julie,Castillo,001-897-337-1654x90857,479 Joseph Meadows,Walkerhaven,WI,Pitcairn Islands,32214.72,Mid-Market
10483,Ramirez and Sons,Lisa,Mitchell,748-431-3166,042 Taylor Port,Melissaview,AS,Swaziland,168548.4,Individual
10484,"Keith, Porter and Lewis",Denise,Woods,689.496.7777x398,18819 Gallagher Shoals Suite 029,Nicholaston,MH,Micronesia,176821.55,Individual
10485,"Huang, Manning and Buckley",Laurie,Mccoy,5845656367,359 Martinez Place Suite 198,Kellyhaven,AS,Colombia,182908.4,Enterprise
10486,Mendoza and Sons,John,Phillips,805-595-5026x767,87236 Bryan Trafficway Suite 643,Davidmouth,,Timor-Leste,159242.57,Enterprise
10487,Warren-Wood,Ashley,Fitzgerald,326.347.4447x03018,54945 Aaron Haven,North David,DE,Mali,57016.82,SMB
10488,Reid Ltd,Amanda,Taylor,(403)432-9623x84495,42400 Campbell Hollow,Mooreland,OK,Argentina,70325.73,SMB
10489,Anthony-Brown,Jessica,Adams,293-608-1770,956 Vanessa Row,East Michellefort,KY,Botswana,186922.27,Individual
10490,"Schwartz, Anthony and Baker",Henry,Ross,6906257834,5570 Bauer Junctions,Harperstad,AR,Montenegro,240039.45,Enterprise
10491,Ford and Sons,Frank,Black,916.409.9701x15321,05113 Crystal Avenue,South Christopher,,Svalbard & Jan Mayen Islands,240793.63,SMB
10492,Miller-Newton,Stephen,Moss,(235)381-1851x32061,7488 Jennifer Dale Apt. 942,Amymouth,VT,Norway,50440.44,Enterprise
10493,"Larsen, Serrano and Vaughn",Steven,Hamilton,4753038319,6091 Tony Green Suite 150,New Danielle,MN,Myanmar,74909.78,Enterprise
10494,Allen LLC,Jessica,Johnson,(952)691-6839x048,7613 Blair Hills,New Melissa,MS,Uruguay,50031.41,Enterprise
10495,Pruitt-Smith,Susan,Moreno,001-470-764-7661,760 Leonard Isle Apt. 471,New Devintown,MS,Christmas Island,141848.18,Individual
10496,Harris-Nguyen,Andrew,Gregory,+1-492-274-3403,5274 Jordan Lock Suite 566,South Melanie,MH,Norway,161011.92,Individual
10497,Miller-Bennett,John,Stanton,274.292.1935,09278 Taylor Divide,Dianaville,SD,Sweden,45756.9,SMB
10498,"Powell, Saunders and Lucero",Robert,Wright,710.458.5989,951 Abbott Inlet,Lake Sharonburgh,,Zambia,68080.09,SMB
10499,"Koch, Rodgers and Espinoza",Alice,Porter,001-381-980-0048,77444 Jennifer Turnpike,Lake Alexisfurt,WY,Faroe Islands,220171.63,Mid-Market
10500,Davis Inc,Ryan,Davis,(289)768-1656,43777 Romero Ridge,Brandonfurt,OR,Finland,115277.55,Mid-Market
10501,Davis-Perez,Philip,Rogers,241-730-0411,881 Tammy Extension Apt. 141,East Howard,HI,Sierra Leone,187375.1,Individual
10502,Ruiz-Kennedy,Douglas,Jackson,250.894.1932x641,8509 Taylor Unions,Port Kristen,,Fiji,146497.34,Mid-Market
10503,"Thompson, Winters and Garcia",Frank,Frye,442.658.3648,4207 Robert Way,South Adrian,IA,United States Virgin Islands,157408.74,SMB
10504,Lawrence-Murphy,Christina,Smith,(844)865-2640x07291,49129 Thomas Roads,New Kenneth,PW,Iraq,33261.96,Mid-Market
10505,Thompson-Medina,Ashley,Mills,552-913-7618x8264,545 Mcgee Lights,Port Frank,VA,Korea,115765.74,Individual
10506,"Adams, Mendez and Goodwin",Travis,Collins,8462407199,1247 Susan Common,North Melissa,NH,Reunion,176085.75,Individual
10507,Johnson Inc,Richard,Ayala,297.293.9516,562 Kimberly Stream,Port Jeffery,WI,Taiwan,24029.83,Individual
10508,Green-Martinez,Margaret,Yang,+1-559-426-3202x73683,229 Nicole Knoll,Lake Bonnie,PR,Somalia,205025.15,Individual
10509,"Walton, Davis and Harmon",Linda,Gates,+1-956-358-0178x88958,47631 John Mission,Port Susanland,GA,Tuvalu,12471.57,Mid-Market
10510,Hunt-Berg,Mary,Taylor,+1-468-486-8439x5850,597 Smith Plains Apt. 741,Simonside,CO,Israel,84048.54,Individual
10511,"Sanchez, Collins and Ray",Barbara,Cruz,(269)387-2978x5921,93310 Charles Underpass,Autumnville,PW,Canada,142678.29,Mid-Market
10512,"Phillips, Blanchard and Lewis",Amber,Howard,001-266-813-8518x49805,7146 Jason Squares Apt. 350,Port Mauriceborough,CA,Belgium,106569.68,Enterprise
10513,"Campos, Lynch and Ortega",Cheryl,Bailey,+1-851-705-2533x0956,4269 Christopher Parkways,New Richardborough,MO,Syrian Arab Republic,171678.68,SMB
10514,"Allen, Nguyen and Romero",Madison,Williams,001-839-910-5990,4643 Dawson Trafficway Apt. 725,Fosterstad,SC,Saint Vincent and the Grenadines,127579.02,Individual
10515,"Mejia, Fernandez and Weaver",Gabriella,Young,001-926-660-1229x6948,3110 Jordan Lake Suite 163,Cantrellstad,MI,Zimbabwe,155021.24,Enterprise
10516,Walker-Porter,Peggy,Henderson,001-805-865-6542x2801,915 Bass Squares,Gallowaytown,MN,Senegal,169187.53,Enterprise
10517,"Schmidt, Lewis and Collins",Micheal,Simmons,001-221-332-2480x79197,405 Robinson Roads,Michaelborough,VA,Tunisia,18985.97,Mid-Market
10518,Santana-Jackson,Roy,Davies,582.807.7214x07238,966 Calderon Wells,Buchananton,PA,Jamaica,163209.23,Mid-Market
10519,Davis-Gutierrez,William,Herman,(761)619-0878x226,50083 Paul Ford,Port Judith,AZ,Moldova,33116.07,Individual
10520,"Rodriguez, Ellis and Hebert",James,Daniels,387.341.0672,005 Donald Rapids Suite 148,Tracyview,AZ,Honduras,88686.62,Enterprise
10521,Hunter Group,Kenneth,Williams,001-598-259-7362x899,72372 Payne Place Apt. 143,Osborneview,DE,Samoa,18251.66,Individual
10522,Dean Ltd,Jillian,Stout,(986)885-4369,929 Sandra Pines,Wileyberg,PR,Mexico,179728.98,SMB
10523,"Roth, Stafford and Miller",Christopher,Cohen,+1-616-643-3602,12620 Leah Loop,New Kristenborough,WY,Ireland,14282.46,Enterprise
10524,"Washington, Hawkins and Guerrero",Marilyn,Miller,+1-428-944-7024x39693,500 Gary Junction,South Kristen,NV,Mozambique,35774.29,Mid-Market
10525,Zuniga-Chandler,Kari,Reyes,5735345082,93661 Shannon Knoll Apt. 099,Heathermouth,GU,Myanmar,243693.7,Mid-Market
10526,"Martin, Williams and Cruz",Jonathan,Collins,001-912-481-9599,0519 Fields Cliff,Lake Joe,DC,Indonesia,32001.54,SMB
10527,Mccoy-Smith,Brandon,Molina,2565525476,04578 May Falls,West Williamtown,ME,Sierra Leone,68258.02,Mid-Market
10528,Vaughan Ltd,Sherri,Robinson,637.550.8141,290 Donna Cliff Apt. 774,West Kennethborough,TX,Nauru,125735.73,SMB
10529,"Smith, Johnson and Villegas",Jennifer,Walsh,418-844-3411,5696 Flynn Path Suite 469,South Karen,OK,Norfolk Island,157040.97,Mid-Market
10530,Washington LLC,Grant,Good,+1-565-646-8265,3931 Laura Knoll,Kelleymouth,MP,Netherlands,42644.29,Mid-Market
10531,"Simon, Morales and Francis",Zachary,Ferguson,810.645.2573x57890,9727 Samuel Trace,South Jacobberg,PR,Christmas Island,67375.31,SMB
10532,Fleming Ltd,Tamara,Ray,+1-710-628-6378x9901,218 Clark Wall Apt. 514,Harmonshire,OK,Croatia,144539.67,Mid-Market
10533,Rojas Inc,Sheila,Roberts,996.279.4177x1844,8467 Smith Spur Apt. 704,Williamschester,ND,Pitcairn Islands,182283.31,Mid-Market
10534,Adkins-Duncan,Cameron,Fowler,790.271.6400x5971,2607 Rogers Mountains,Matthewview,KS,Norfolk Island,93341.43,SMB
10535,Donovan-Thomas,Amanda,Mitchell,+1-272-701-6752x677,454 Conrad Coves,Johntown,VT,Zimbabwe,126943.29,Mid-Market
10536,Smith-Miller,Mark,Hutchinson,(350)642-9527,5780 Eric Terrace,Carrillomouth,FL,Kenya,135282.33,Enterprise
10537,Brown and Sons,Connor,Shields,293-634-1730,20186 Brian Shores Suite 498,West Michael,WY,France,58091.22,SMB
10538,"Morris, Armstrong and Ruiz",Edward,Washington,402.823.0862,11691 Julie Fall Apt. 523,East Saraton,KS,Saint Kitts and Nevis,78655.78,Individual
10539,"Roberts, Larson and Davis",Summer,Reed,690-416-0958x4240,69430 Franklin Tunnel Suite 441,West James,DC,France,122592.88,Enterprise
10540,Bennett-Morrow,Margaret,Smith,(886)335-1660,1414 Moses Island,Kochville,,Guinea,189385.37,Enterprise
10541,Vasquez Group,Joanna,Morales,491.218.4814,5260 Johnson Lake,Jacobborough,SC,Cyprus,137440.38,Individual
10542,Snyder-Baker,Robert,Shelton,264-810-8033x30848,571 Bailey Meadow,Hannahchester,TN,Saint Vincent and the Grenadines,39505.77,Mid-Market
10543,Patel Group,Faith,Harper,290.922.9904x62035,08348 Stephanie Manors,Paulamouth,OK,Belarus,39268.72,SMB
10544,Smith and Sons,Victoria,Lawson,616-941-5890,19824 White Mount,New Kellyland,KY,Guam,228418.06,Mid-Market
10545,Jones LLC,Jerry,Young,(874)411-1814,288 Nathan Dale,Jefferyburgh,MO,Montserrat,14387.18,SMB
10546,Bauer-Lee,Kent,Weaver,386-533-4384,09803 Reed Ways,Josephhaven,AS,Saint Kitts and Nevis,187593.29,Individual
10547,"Day, Wright and Pittman",Heather,Sanchez,406.772.1281x83350,204 Kimberly Ports Suite 731,West Jeff,AK,Canada,23549.45,Mid-Market
10548,Kim-Hughes,Melissa,Silva,(702)247-2849,0184 Lee Flats,Torresville,MP,Jersey,152103.83,Enterprise
10549,"Peters, Hill and Cole",Angela,Wilkins,+1-323-912-1699x22983,526 Campos Springs,Rogersstad,MP,Sri Lanka,49861.34,Mid-Market
10550,"Mason, Thompson and Rose",Elizabeth,Alvarez,001-343-675-6637,4057 Weiss Ports,Jenniferchester,CO,Morocco,83520.45,SMB
10551,Harmon-Scott,Melissa,White,6735334345,56549 Cook Field Apt. 354,Wilsonchester,NH,Morocco,77250.93,Enterprise
10552,Miller Ltd,Amanda,Stevens,(831)632-2564,12111 Hernandez Ramp,Patrickside,VA,Malta,50547.35,SMB
10553,"Richard, Jimenez and Pope",Brittany,Jackson,3288839283,22449 Colleen Valleys Apt. 571,Meyermouth,ID,Australia,82435.02,Mid-Market
10554,Lynch Ltd,Mark,Merritt,001-454-365-9277x4630,522 Matthew Crossroad,Jimenezville,OK,Somalia,15167.4,Mid-Market
10555,Mccall and Sons,Jenna,Lewis,+1-346-412-1085x80051,576 Mcintyre Extension,Darinfurt,NV,Pitcairn Islands,183256.72,Mid-Market
10556,"Elliott, Cox and Rodriguez",Jennifer,Meadows,+1-705-673-8327,3990 Kim Streets,Hollandport,SC,Heard Island and McDonald Islands,175993.64,Enterprise
10557,"Ramirez, Copeland and Shields",Michael,Velasquez,001-699-791-3614x503,736 Summers Row Suite 341,Ashleytown,TX,Mayotte,188268.17,Mid-Market
10558,"Jacobson, Cisneros and Mata",Scott,Little,(994)628-7517x02045,3471 Brett Rest Apt. 833,West Tina,IA,Hong Kong,37249.99,SMB
10559,Garcia Inc,Timothy,Cole,676-683-3445x49312,1752 Melinda Ford Suite 511,South Scottview,AS,Sudan,58345.96,SMB
10560,Serrano-Hatfield,Richard,Nelson,986.610.8663,292 Megan Station,Gutierrezmouth,,Northern Mariana Islands,206116.81,Enterprise
10561,Barker Group,Jose,Cole,(458)504-6973,355 Meghan Coves,New Maureenshire,NV,Egypt,242277.4,SMB
10562,"Davis, Lambert and Elliott",Stanley,Nelson,679.895.8227,0252 Dustin Village Suite 225,West Darlene,TX,Palau,44581.08,SMB
10563,Brown PLC,Joel,Allen,678-372-3481x943,3011 Lang Streets,New Carl,NY,United Arab Emirates,161761.78,Individual
10564,Kemp-Rivera,Michael,Allen,+1-317-553-8658,50826 Cross Island,South Elizabeth,,Gambia,60132.47,SMB
10565,Carr PLC,Patricia,Stewart,6983273792,5211 Erika Cliffs Suite 707,Wandamouth,MT,Bulgaria,140196.81,Enterprise
10566,Hogan Group,Julie,Powers,9899972601,04255 Anthony Club,Michaelmouth,NM,Bulgaria,133547.46,Enterprise
10567,Lewis-Scott,Michelle,Rodriguez,001-996-578-3273x6695,869 Jones Club,West Corey,NH,Sri Lanka,160917.37,Mid-Market
10568,Mays and Sons,Jessica,Holmes,336-325-6865x8457,690 Sellers Estates,Blackfort,ND,Ethiopia,166040.44,Mid-Market
10569,Johnson Group,Susan,Brooks,932-465-7035x311,7359 Sanders Ranch Suite 388,Dodsonchester,GA,Malawi,204899.99,SMB
10570,Wilson-Huerta,Stephanie,Lee,001-744-518-7770x273,87347 Jeffrey Trace,Josebury,IA,Togo,11926.95,Mid-Market
10571,Contreras-Richards,Randy,Hodges,757.624.3420x50959,6039 Brown Neck,Thomasport,DE,Mali,59773.95,Enterprise
10572,Carter LLC,Gabrielle,Morales,951-906-1772x122,32272 Jones Brooks,North Thomas,WV,British Virgin Islands,159073.35,Individual
10573,"Jacobs, Barr and Wilson",Cody,Buchanan,+1-438-251-0697x05886,324 Johnson Cove,Christopherbury,CA,Egypt,204231.62,Mid-Market
10574,King Inc,Sara,Perez,001-717-571-5919,8118 Pierce Glens,South Brian,NM,Germany,172656.13,Mid-Market
10575,Hopkins Ltd,Logan,Harris,001-781-481-2679x36769,30382 Brandt Springs Suite 377,Hollyfort,OH,Dominica,172992.5,SMB
10576,Miller Ltd,Andrew,Rivera,(605)675-9042x63072,5015 Corey Crest Suite 213,Mckeeton,SC,Poland,110692.39,SMB
